Well;Unit;Facies;Top Depth;Facies Thickness;Flow Thickness;Core Prop.;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | L. crust): 100.00% (0.88 m) ;249,92;0,88;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | U. crust): 100.00% (12.48 m) ;250,80;12,48;41,20;0,65;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | interior): 100.00% (26.96 m) ;263,28;26,96;;;;;;;;
1-MC-001-RS;Palmas;Lava (evolved | L. crust): 100.00% (1.76 m) ;290,24;1,76;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (13.92 m) ;292,00;13,92;35,28;0,56;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (19.76 m) ;305,92;19,76;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;325,68;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (3.68 m) ;327,28;3,68;11,28;0,54;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (6.08 m) ;330,96;6,08;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.52 m) ;337,04;1,52;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (13.24 m) ;338,56;13,24;31,74;0,51;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (16.30 m) ;351,80;16,30;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.20 m) ;368,10;2,20;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (7.78 m) ;370,30;7,78;17,94;0,45;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (8.08 m) ;378,08;8,08;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.08 m) ;386,16;2,08;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (10.88 m) ;388,24;10,88;28,48;0,53;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (15.12 m) ;399,12;15,12;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.48 m) ;414,24;2,48;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (6.56 m) ;416,72;6,56;12,28;0,25;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (3.12 m) ;423,28;3,12;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.60 m) ;426,40;2,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (7.88 m) ;429,00;7,88;30,84;0,68;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (21.12 m) ;436,88;21,12;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.84 m) ;458,00;1,84;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (0.96 m) ;459,84;0,96;0,96;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.24 m) ;460,80;8,24;32,48;0,69;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (22.56 m) ;469,04;22,56;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.68 m) ;491,60;1,68;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (11.28 m) ;493,28;11,28;43,60;0,70;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (30.56 m) ;504,56;30,56;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.76 m) ;535,12;1,76;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (1.12 m) ;536,88;1,12;1,12;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (5.60 m) ;538,00;5,60;17,28;0,58;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (10.08 m) ;543,60;10,08;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;553,68;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (1.20 m) ;555,28;1,20;1,20;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (6.00 m) ;556,48;6,00;16,40;0,48;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (7.84 m) ;562,48;7,84;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.56 m) ;570,32;2,56;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (1.44 m) ;572,88;1,44;1,44;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (7.12 m) ;574,32;7,12;15,84;0,35;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (5.52 m) ;581,44;5,52;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (3.20 m) ;586,96;3,20;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (5.04 m) ;590,16;5,04;5,04;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (5.12 m) ;595,20;5,12;20,32;0,69;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (14.08 m) ;600,32;14,08;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.12 m) ;614,40;1,12;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.40 m) ;615,52;8,40;25,36;0,61;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (15.36 m) ;623,92;15,36;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;639,28;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (13.68 m) ;640,88;13,68;34,40;0,57;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (19.44 m) ;654,56;19,44;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.28 m) ;674,00;1,28;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (1.44 m) ;675,28;1,44;1,44;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (6.64 m) ;676,72;6,64;19,20;0,56;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (10.80 m) ;683,36;10,80;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.76 m) ;694,16;1,76;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (8.56 m) ;695,92;8,56;19,18;0,45;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (8.72 m) ;704,48;8,72;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.90 m) ;713,20;1,90;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (3.94 m) ;715,10;3,94;8,00;0,41;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (3.26 m) ;719,04;3,26;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (0.80 m) ;722,30;0,80;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (6.90 m) ;723,10;6,90;14,98;0,43;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (6.48 m) ;730,00;6,48;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;736,48;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (3.20 m) ;738,08;3,20;3,20;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (15.04 m) ;741,28;15,04;45,92;0,64;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (29.28 m) ;756,32;29,28;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;785,60;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (11.28 m) ;787,20;11,28;61,52;0,79;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (48.64 m) ;798,48;48,64;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.60 m) ;847,12;1,60;;;;;;;;
1-MC-001-RS;Vale do Sol;Volcaniclastics (undiff.): 100.00% (18.24 m) ;848,72;18,24;18,24;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | U. crust): 100.00% (5.68 m) ;866,96;5,68;68,16;0,90;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | massive interior): 100.00% (61.20 m) ;872,64;61,20;;;;;;;;
1-MC-001-RS;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.28 m) ;933,84;1,28;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (9.36 m) ;48,96;9,36;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (0.80 m) ;58,32;0,80;;;328,96;19,65;0,54;0,66;0,25;0,06
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (7.60 m) ;59,12;7,60;39,36;0,77;;;;216,18;83,76;18,86
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (30.48 m) ;66,72;30,48;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.28 m) ;97,20;1,28;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (8.80 m) ;98,48;8,80;;;;;;;;
1-RO-001-PR;Paranapanema;Siliciclastics (undiff. low GR) (1.28 m) ;107,28;1,28;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (7.92 m) ;108,56;7,92;34,88;0,75;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (26.00 m) ;116,48;26,00;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (0.96 m) ;142,48;0,96;;;;;;;;
1-RO-001-PR;Paranapanema;Siliciclastics (undiff. low GR) (1.60 m) ;143,44;1,60;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (7.28 m) ;145,04;7,28;13,92;0,39;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (5.44 m) ;152,32;5,44;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.20 m) ;157,76;1,20;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (3.84 m) ;158,96;3,84;6,88;0,26;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (1.76 m) ;162,80;1,76;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.28 m) ;164,56;1,28;;;;;;;;
1-RO-001-PR;Paranapanema;Siliciclastics (undiff. low GR) (3.76 m) ;165,84;3,76;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (4.40 m) ;169,60;4,40;;;;;;;;
1-RO-001-PR;Paranapanema;Siliciclastics (undiff. low GR) (5.50 m) ;174,00;5,50;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | rubbly flow top) (6.74 m) ;179,50;6,74;16,90;0,52;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (8.72 m) ;186,24;8,72;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.44 m) ;194,96;1,44;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (2.40 m) ;196,40;2,40;6,16;0,48;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (2.96 m) ;198,80;2,96;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (0.80 m) ;201,76;0,80;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (8.80 m) ;202,56;8,80;17,92;0,44;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (7.84 m) ;211,36;7,84;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.28 m) ;219,20;1,28;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (3.92 m) ;220,48;3,92;7,60;0,36;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (2.72 m) ;224,40;2,72;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (0.96 m) ;227,12;0,96;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | rubbly flow top) (6.40 m) ;228,08;6,40;14,64;0,45;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (6.64 m) ;234,48;6,64;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.60 m) ;241,12;1,60;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (4.40 m) ;242,72;4,40;;;;;;;;
1-RO-001-PR;Paranapanema;1Volcaniclastics (undiff.) (1.44 m) ;247,12;1,44;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (16.16 m) ;248,56;16,16;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (1.84 m) ;264,72;1,84;11,12;0,68;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (7.52 m) ;266,56;7,52;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (1.76 m) ;274,08;1,76;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (13.12 m) ;275,84;13,12;;;;;;;;
1-RO-001-PR;Paranapanema;1Volcaniclastics (undiff.) (1.76 m) ;288,96;1,76;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (21.44 m) ;290,72;21,44;;;;;;;;
1-RO-001-PR;Paranapanema;1Volcaniclastics (undiff.) (1.36 m) ;312,16;1,36;;;;;;;;
1-RO-001-PR;Paranapanema;Compound lava (basic) (15.44 m) ;313,52;15,44;;;;;;;;
1-RO-001-PR;Paranapanema;1Volcaniclastics (undiff.) (2.16 m) ;328,96;2,16;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | U. crust) (6.48 m) ;331,12;6,48;46,80;0,84;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | massive interior) (39.36 m) ;337,60;39,36;;;;;;;;
1-RO-001-PR;Paranapanema;Simple lava (basic | L. crust) (0.96 m) ;376,96;0,96;;;;;;;;
1-RO-001-PR;;1Volcaniclastics (undiff.) (0.80 m) ;377,92;0,80;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RO-001-PR;Pitanga;Compound lava (basic) (20.72 m) ;378,72;20,72;;;622,80;22,48;0,52;0,83;0,11;0,06
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (10.32 m) ;399,44;10,32;42,96;0,71;;;;517,12;65,52;40,00
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (30.64 m) ;409,76;30,64;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (2.00 m) ;440,40;2,00;;;;;;;;
1-RO-001-PR;Pitanga;Compound lava (basic) (16.00 m) ;442,40;16,00;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (4.80 m) ;458,40;4,80;14,48;0,59;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (8.56 m) ;463,20;8,56;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.12 m) ;471,76;1,12;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (8.24 m) ;472,88;8,24;25,04;0,59;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (14.72 m) ;481,12;14,72;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (2.08 m) ;495,84;2,08;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (6.64 m) ;497,92;6,64;13,60;0,41;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (5.52 m) ;504,56;5,52;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.44 m) ;510,08;1,44;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (3.52 m) ;511,52;3,52;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (3.36 m) ;515,04;3,36;8,40;0,45;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (3.76 m) ;518,40;3,76;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.28 m) ;522,16;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (3.68 m) ;523,44;3,68;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (2.00 m) ;527,12;2,00;6,64;0,55;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (3.68 m) ;529,12;3,68;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (0.96 m) ;532,80;0,96;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.04 m) ;533,76;1,04;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.36 m) ;534,80;1,36;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (7.84 m) ;536,16;7,84;13,44;0,32;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (4.32 m) ;544,00;4,32;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.28 m) ;548,32;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Compound lava (basic) (20.88 m) ;549,60;20,88;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.76 m) ;570,48;1,76;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (9.84 m) ;572,24;9,84;17,76;0,34;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (6.00 m) ;582,08;6,00;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.92 m) ;588,08;1,92;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.28 m) ;590,00;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (9.12 m) ;591,28;9,12;14,64;0,32;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (4.72 m) ;600,40;4,72;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (0.80 m) ;605,12;0,80;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (3.12 m) ;605,92;3,12;15,76;0,64;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (10.16 m) ;609,04;10,16;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (2.48 m) ;619,20;2,48;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (3.36 m) ;621,68;3,36;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (10.64 m) ;625,04;10,64;44,24;0,74;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (32.64 m) ;635,68;32,64;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (0.96 m) ;668,32;0,96;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.92 m) ;669,28;1,92;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (6.80 m) ;671,20;6,80;32,64;0,77;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (25.20 m) ;678,00;25,20;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (0.64 m) ;703,20;0,64;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (1.28 m) ;703,84;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (4.88 m) ;705,12;4,88;29,18;0,74;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (21.70 m) ;710,00;21,70;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (2.60 m) ;731,70;2,60;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (15.40 m) ;734,30;15,40;41,14;0,60;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (24.54 m) ;749,70;24,54;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.20 m) ;774,24;1,20;;;;;;;;
1-RO-001-PR;Pitanga;1Volcaniclastics (undiff.) (13.52 m) ;775,44;13,52;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (4.56 m) ;788,96;4,56;8,08;0,28;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (2.24 m) ;793,52;2,24;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.28 m) ;795,76;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (12.00 m) ;797,04;12,00;16,48;0,21;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (3.52 m) ;809,04;3,52;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (0.96 m) ;812,56;0,96;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (13.04 m) ;813,52;13,04;38,48;0,62;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (23.76 m) ;826,56;23,76;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.68 m) ;850,32;1,68;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (11.60 m) ;852,00;11,60;43,60;0,71;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (30.96 m) ;863,60;30,96;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.04 m) ;894,56;1,04;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | rubbly flow top) (2.24 m) ;895,60;2,24;14,32;0,68;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (9.68 m) ;897,84;9,68;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (2.40 m) ;907,52;2,40;;;;;;;;
1-RO-001-PR;Pitanga;Compound lava (basic) (7.92 m) ;909,92;7,92;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (4.64 m) ;917,84;4,64;7,12;0,17;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (1.20 m) ;922,48;1,20;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.28 m) ;923,68;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (8.08 m) ;924,96;8,08;18,88;0,50;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (9.52 m) ;933,04;9,52;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.28 m) ;942,56;1,28;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (2.16 m) ;943,84;2,16;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (6.56 m) ;946,00;6,56;10,64;0,28;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (2.96 m) ;952,56;2,96;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.12 m) ;955,52;1,12;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (0.16 m) ;956,64;0,16;;;;;;;;
1-RO-001-PR;Pitanga;Siliciclastics (undiff. low GR) (4.32 m) ;956,80;4,32;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | U. crust) (7.76 m) ;961,12;7,76;39,60;0,76;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | massive interior) (29.92 m) ;968,88;29,92;;;;;;;;
1-RO-001-PR;Pitanga;Simple lava (basic | L. crust) (1.92 m) ;998,80;1,92;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | rubbly flow top) (13.76 m) ;1000,72;13,76;60,08;0,75;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (45.04 m) ;1014,48;45,04;;;257,12;35,78;0,62;0,97;0,01;0,01
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (1.28 m) ;1059,52;1,28;;;;;;250,48;3,44;3,20
1-RO-001-PR;Esmeralda;1Volcaniclastics (undiff.) (1.44 m) ;1060,80;1,44;;;;;;;;
1-RO-001-PR;Esmeralda;Compound lava (basic) (3.44 m) ;1062,24;3,44;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | U. crust) (3.68 m) ;1065,68;3,68;14,64;0,68;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (10.00 m) ;1069,36;10,00;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (0.96 m) ;1079,36;0,96;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | U. crust) (10.88 m) ;1080,32;10,88;48,32;0,75;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (36.00 m) ;1091,20;36,00;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (1.44 m) ;1127,20;1,44;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | U. crust) (9.84 m) ;1128,64;9,84;17,92;0,38;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (6.80 m) ;1138,48;6,80;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (1.28 m) ;1145,28;1,28;;;;;;;;
1-RO-001-PR;Esmeralda;Siliciclastics (undiff. low GR) (1.76 m) ;1146,56;1,76;;;;;;;;
